,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Month,Day of Month,Days Passed
3230,,Argentina,-38.4161,-63.6167,2/4/20,0,0,0,2,2,13
3231,,Armenia,40.0691,45.0382,2/4/20,0,0,0,2,2,13
3232,Australian Capital Territory,Australia,-35.4735,149.0124,2/4/20,0,0,0,2,2,13
3233,New South Wales,Australia,-33.8688,151.2093,2/4/20,4,0,2,2,2,13
3234,Northern Territory,Australia,-12.4634,130.8456,2/4/20,0,0,0,2,2,13
3235,Queensland,Australia,-28.0167,153.4,2/4/20,3,0,0,2,2,13
3236,South Australia,Australia,-34.9285,138.6007,2/4/20,2,0,0,2,2,13
3237,Tasmania,Australia,-41.4545,145.9707,2/4/20,0,0,0,2,2,13
3238,Victoria,Australia,-37.8136,144.9631,2/4/20,4,0,0,2,2,13
3239,Western Australia,Australia,-31.9505,115.8605,2/4/20,0,0,0,2,2,13
3240,,Austria,47.5162,14.5501,2/4/20,0,0,0,2,2,13
3241,,Azerbaijan,40.1431,47.5769,2/4/20,0,0,0,2,2,13
3242,,Bahamas,25.0343,-77.3963,2/4/20,0,0,0,2,2,13
3243,,Bahrain,26.0275,50.55,2/4/20,0,0,0,2,2,13
3244,,Bangladesh,23.685,90.3563,2/4/20,0,0,0,2,2,13
3245,,Barbados,13.1939,-59.5432,2/4/20,0,0,0,2,2,13
3246,,Belarus,53.7098,27.9534,2/4/20,0,0,0,2,2,13
3247,,Belgium,50.8333,4.0,2/4/20,1,0,0,2,2,13
3248,,Benin,9.3077,2.3158,2/4/20,0,0,0,2,2,13
3249,,Bhutan,27.5142,90.4336,2/4/20,0,0,0,2,2,13
3250,,Bolivia,-16.2902,-63.5887,2/4/20,0,0,0,2,2,13
3251,,Bosnia and Herzegovina,43.9159,17.6791,2/4/20,0,0,0,2,2,13
3252,,Brazil,-14.235,-51.9253,2/4/20,0,0,0,2,2,13
3253,,Brunei,4.5353,114.7277,2/4/20,0,0,0,2,2,13
3254,,Bulgaria,42.7339,25.4858,2/4/20,0,0,0,2,2,13
3255,,Burkina Faso,12.2383,-1.5616,2/4/20,0,0,0,2,2,13
3256,,Cabo Verde,16.5388,-23.0418,2/4/20,0,0,0,2,2,13
3257,,Cambodia,11.55,104.9167,2/4/20,1,0,0,2,2,13
3258,,Cameroon,3.848,11.5021,2/4/20,0,0,0,2,2,13
3259,Alberta,Canada,53.9333,-116.5765,2/4/20,0,0,0,2,2,13
3260,British Columbia,Canada,49.2827,-123.1207,2/4/20,1,0,0,2,2,13
3261,Grand Princess,Canada,37.6489,-122.6655,2/4/20,0,0,0,2,2,13
3262,Manitoba,Canada,53.7609,-98.8139,2/4/20,0,0,0,2,2,13
3263,New Brunswick,Canada,46.5653,-66.4619,2/4/20,0,0,0,2,2,13
3264,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/4/20,0,0,0,2,2,13
3265,Nova Scotia,Canada,44.682,-63.7443,2/4/20,0,0,0,2,2,13
3266,Ontario,Canada,51.2538,-85.3232,2/4/20,3,0,0,2,2,13
3267,Prince Edward Island,Canada,46.5107,-63.4168,2/4/20,0,0,0,2,2,13
3268,Quebec,Canada,52.9399,-73.5491,2/4/20,0,0,0,2,2,13
3269,Saskatchewan,Canada,52.9399,-106.4509,2/4/20,0,0,0,2,2,13
3270,,Central African Republic,6.6111,20.9394,2/4/20,0,0,0,2,2,13
3271,,Chad,15.4542,18.7322,2/4/20,0,0,0,2,2,13
3272,,Chile,-35.6751,-71.543,2/4/20,0,0,0,2,2,13
3273,Anhui,China,31.8257,117.2264,2/4/20,480,0,20,2,2,13
3274,Beijing,China,40.1824,116.4142,2/4/20,228,1,23,2,2,13
3275,Chongqing,China,30.0572,107.874,2/4/20,366,2,9,2,2,13
3276,Fujian,China,26.0789,117.9874,2/4/20,194,0,3,2,2,13
3277,Gansu,China,37.8099,101.0583,2/4/20,57,0,4,2,2,13
3278,Guangdong,China,23.3417,113.4244,2/4/20,813,0,30,2,2,13
3279,Guangxi,China,23.8298,108.7881,2/4/20,139,0,10,2,2,13
3280,Guizhou,China,26.8154,106.8748,2/4/20,58,0,2,2,2,13
3281,Hainan,China,19.1959,109.7453,2/4/20,80,1,5,2,2,13
3282,Hebei,China,39.549,116.1306,2/4/20,126,1,4,2,2,13
3283,Heilongjiang,China,47.862,127.7615,2/4/20,155,2,4,2,2,13
3284,Henan,China,33.882,113.614,2/4/20,675,2,27,2,2,13
3285,Hong Kong,China,22.3,114.2,2/4/20,17,1,0,2,2,13
3286,Hubei,China,30.9756,112.2707,2/4/20,16678,479,522,2,2,13
3287,Hunan,China,27.6104,111.7088,2/4/20,593,0,31,2,2,13
3288,Inner Mongolia,China,44.0935,113.9448,2/4/20,35,0,1,2,2,13
3289,Jiangsu,China,32.9711,119.455,2/4/20,308,0,12,2,2,13
3290,Jiangxi,China,27.614,115.7221,2/4/20,476,0,20,2,2,13
3291,Jilin,China,43.6661,126.1923,2/4/20,42,0,1,2,2,13
3292,Liaoning,China,41.2956,122.6085,2/4/20,81,0,2,2,2,13
3293,Macau,China,22.1667,113.55,2/4/20,10,0,0,2,2,13
3294,Ningxia,China,37.2692,106.1655,2/4/20,34,0,1,2,2,13
3295,Qinghai,China,35.7452,95.9956,2/4/20,15,0,0,2,2,13
3296,Shaanxi,China,35.1917,108.8701,2/4/20,142,0,2,2,2,13
3297,Shandong,China,36.3427,118.1498,2/4/20,275,0,11,2,2,13
3298,Shanghai,China,31.202,121.4491,2/4/20,219,1,12,2,2,13
3299,Shanxi,China,37.5777,112.2922,2/4/20,81,0,4,2,2,13
3300,Sichuan,China,30.6171,102.7103,2/4/20,282,1,14,2,2,13
3301,Tianjin,China,39.3054,117.323,2/4/20,67,0,2,2,2,13
3302,Tibet,China,31.6927,88.0924,2/4/20,1,0,0,2,2,13
3303,Xinjiang,China,41.1129,85.2401,2/4/20,29,0,0,2,2,13
3304,Yunnan,China,24.974,101.487,2/4/20,122,0,5,2,2,13
3305,Zhejiang,China,29.1832,120.0934,2/4/20,829,0,62,2,2,13
3306,,Colombia,4.5709,-74.2973,2/4/20,0,0,0,2,2,13
3307,,Congo (Brazzaville),-4.0383,21.7587,2/4/20,0,0,0,2,2,13
3308,,Congo (Kinshasa),-4.0383,21.7587,2/4/20,0,0,0,2,2,13
3309,,Costa Rica,9.7489,-83.7534,2/4/20,0,0,0,2,2,13
3310,,Cote d'Ivoire,7.54,-5.5471,2/4/20,0,0,0,2,2,13
3311,,Croatia,45.1,15.2,2/4/20,0,0,0,2,2,13
3312,,Diamond Princess,0.0,0.0,2/4/20,0,0,0,2,2,13
3313,,Cuba,22.0,-80.0,2/4/20,0,0,0,2,2,13
3314,,Cyprus,35.1264,33.4299,2/4/20,0,0,0,2,2,13
3315,,Czechia,49.8175,15.473,2/4/20,0,0,0,2,2,13
3316,Faroe Islands,Denmark,61.8926,-6.9118,2/4/20,0,0,0,2,2,13
3317,Greenland,Denmark,71.7069,-42.6043,2/4/20,0,0,0,2,2,13
3318,,Denmark,56.2639,9.5018,2/4/20,0,0,0,2,2,13
3319,,Djibouti,11.8251,42.5903,2/4/20,0,0,0,2,2,13
3320,,Dominican Republic,18.7357,-70.1627,2/4/20,0,0,0,2,2,13
3321,,Ecuador,-1.8312,-78.1834,2/4/20,0,0,0,2,2,13
3322,,Egypt,26.0,30.0,2/4/20,0,0,0,2,2,13
3323,,El Salvador,13.7942,-88.8965,2/4/20,0,0,0,2,2,13
3324,,Equatorial Guinea,1.5,10.0,2/4/20,0,0,0,2,2,13
3325,,Eritrea,15.1794,39.7823,2/4/20,0,0,0,2,2,13
3326,,Estonia,58.5953,25.0136,2/4/20,0,0,0,2,2,13
3327,,Eswatini,-26.5225,31.4659,2/4/20,0,0,0,2,2,13
3328,,Ethiopia,9.145,40.4897,2/4/20,0,0,0,2,2,13
3329,,Fiji,-17.7134,178.065,2/4/20,0,0,0,2,2,13
3330,,Finland,64.0,26.0,2/4/20,1,0,0,2,2,13
3331,French Guiana,France,3.9339,-53.1258,2/4/20,0,0,0,2,2,13
3332,French Polynesia,France,-17.6797,149.4068,2/4/20,0,0,0,2,2,13
3333,Guadeloupe,France,16.25,-61.5833,2/4/20,0,0,0,2,2,13
3334,Mayotte,France,-12.8275,45.1662,2/4/20,0,0,0,2,2,13
3335,New Caledonia,France,-20.9043,165.618,2/4/20,0,0,0,2,2,13
3336,Reunion,France,-21.1351,55.2471,2/4/20,0,0,0,2,2,13
3337,Saint Barthelemy,France,17.9,-62.8333,2/4/20,0,0,0,2,2,13
3338,St Martin,France,18.0708,-63.0501,2/4/20,0,0,0,2,2,13
3339,Martinique,France,14.6415,-61.0242,2/4/20,0,0,0,2,2,13
3340,,France,46.2276,2.2137,2/4/20,6,0,0,2,2,13
3341,,Gabon,-0.8037,11.6094,2/4/20,0,0,0,2,2,13
3342,,Gambia,13.4432,-15.3101,2/4/20,0,0,0,2,2,13
3343,,Georgia,42.3154,43.3569,2/4/20,0,0,0,2,2,13
3344,,Germany,51.0,9.0,2/4/20,12,0,0,2,2,13
3345,,Ghana,7.9465,-1.0232,2/4/20,0,0,0,2,2,13
3346,,Greece,39.0742,21.8243,2/4/20,0,0,0,2,2,13
3347,,Guatemala,15.7835,-90.2308,2/4/20,0,0,0,2,2,13
3348,,Guinea,9.9456,-9.6966,2/4/20,0,0,0,2,2,13
3349,,Guyana,5.0,-58.75,2/4/20,0,0,0,2,2,13
3350,,Haiti,18.9712,-72.2852,2/4/20,0,0,0,2,2,13
3351,,Holy See,41.9029,12.4534,2/4/20,0,0,0,2,2,13
3352,,Honduras,15.2,-86.2419,2/4/20,0,0,0,2,2,13
3353,,Hungary,47.1625,19.5033,2/4/20,0,0,0,2,2,13
3354,,Iceland,64.9631,-19.0208,2/4/20,0,0,0,2,2,13
3355,,India,21.0,78.0,2/4/20,3,0,0,2,2,13
3356,,Indonesia,-0.7893,113.9213,2/4/20,0,0,0,2,2,13
3357,,Iran,32.0,53.0,2/4/20,0,0,0,2,2,13
3358,,Iraq,33.0,44.0,2/4/20,0,0,0,2,2,13
3359,,Ireland,53.1424,-7.6921,2/4/20,0,0,0,2,2,13
3360,,Israel,31.0,35.0,2/4/20,0,0,0,2,2,13
3361,,Italy,43.0,12.0,2/4/20,2,0,0,2,2,13
3362,,Jamaica,18.1096,-77.2975,2/4/20,0,0,0,2,2,13
3363,,Japan,36.0,138.0,2/4/20,22,0,1,2,2,13
3364,,Jordan,31.24,36.51,2/4/20,0,0,0,2,2,13
3365,,Kazakhstan,48.0196,66.9237,2/4/20,0,0,0,2,2,13
3366,,Kenya,-0.0236,37.9062,2/4/20,0,0,0,2,2,13
3367,,South Korea,36.0,128.0,2/4/20,16,0,0,2,2,13
3368,,Kuwait,29.5,47.75,2/4/20,0,0,0,2,2,13
3369,,Kyrgyzstan,41.2044,74.7661,2/4/20,0,0,0,2,2,13
3370,,Latvia,56.8796,24.6032,2/4/20,0,0,0,2,2,13
3371,,Lebanon,33.8547,35.8623,2/4/20,0,0,0,2,2,13
3372,,Liberia,6.4281,-9.4295,2/4/20,0,0,0,2,2,13
3373,,Liechtenstein,47.14,9.55,2/4/20,0,0,0,2,2,13
3374,,Lithuania,55.1694,23.8813,2/4/20,0,0,0,2,2,13
3375,,Luxembourg,49.8153,6.1296,2/4/20,0,0,0,2,2,13
3376,,Madagascar,-18.7669,46.8691,2/4/20,0,0,0,2,2,13
3377,,Malaysia,2.5,112.5,2/4/20,10,0,0,2,2,13
3378,,Maldives,3.2028,73.2207,2/4/20,0,0,0,2,2,13
3379,,Malta,35.9375,14.3754,2/4/20,0,0,0,2,2,13
3380,,Mauritania,21.0079,10.9408,2/4/20,0,0,0,2,2,13
3381,,Mauritius,-20.2,57.5,2/4/20,0,0,0,2,2,13
3382,,Mexico,23.6345,-102.5528,2/4/20,0,0,0,2,2,13
3383,,Moldova,47.4116,28.3699,2/4/20,0,0,0,2,2,13
3384,,Monaco,43.7333,7.4167,2/4/20,0,0,0,2,2,13
3385,,Mongolia,46.8625,103.8467,2/4/20,0,0,0,2,2,13
3386,,Montenegro,42.5,19.3,2/4/20,0,0,0,2,2,13
3387,,Morocco,31.7917,-7.0926,2/4/20,0,0,0,2,2,13
3388,,Namibia,-22.9576,18.4904,2/4/20,0,0,0,2,2,13
3389,,Nepal,28.1667,84.25,2/4/20,1,0,0,2,2,13
3390,Aruba,Netherlands,12.5186,-70.0358,2/4/20,0,0,0,2,2,13
3391,Curacao,Netherlands,12.1696,-68.99,2/4/20,0,0,0,2,2,13
3392,Sint Maarten,Netherlands,18.0425,-63.0548,2/4/20,0,0,0,2,2,13
3393,,Netherlands,52.1326,5.2913,2/4/20,0,0,0,2,2,13
3394,,New Zealand,-40.9006,174.886,2/4/20,0,0,0,2,2,13
3395,,Nicaragua,12.8654,-85.2072,2/4/20,0,0,0,2,2,13
3396,,Niger,17.6078,8.0817,2/4/20,0,0,0,2,2,13
3397,,Nigeria,9.082,8.6753,2/4/20,0,0,0,2,2,13
3398,,North Macedonia,41.6086,21.7453,2/4/20,0,0,0,2,2,13
3399,,Norway,60.472,8.4689,2/4/20,0,0,0,2,2,13
3400,,Oman,21.0,57.0,2/4/20,0,0,0,2,2,13
3401,,Pakistan,30.3753,69.3451,2/4/20,0,0,0,2,2,13
3402,,Panama,8.538,-80.7821,2/4/20,0,0,0,2,2,13
3403,,Papua New Guinea,-6.315,143.9555,2/4/20,0,0,0,2,2,13
3404,,Paraguay,-23.4425,-58.4438,2/4/20,0,0,0,2,2,13
3405,,Peru,-9.19,-75.0152,2/4/20,0,0,0,2,2,13
3406,,Philippines,13.0,122.0,2/4/20,2,1,0,2,2,13
3407,,Poland,51.9194,19.1451,2/4/20,0,0,0,2,2,13
3408,,Portugal,39.3999,-8.2245,2/4/20,0,0,0,2,2,13
3409,,Qatar,25.3548,51.1839,2/4/20,0,0,0,2,2,13
3410,,Romania,45.9432,24.9668,2/4/20,0,0,0,2,2,13
3411,,Russia,60.0,90.0,2/4/20,2,0,0,2,2,13
3412,,Rwanda,-1.9403,29.8739,2/4/20,0,0,0,2,2,13
3413,,Saint Lucia,13.9094,-60.9789,2/4/20,0,0,0,2,2,13
3414,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/4/20,0,0,0,2,2,13
3415,,San Marino,43.9424,12.4578,2/4/20,0,0,0,2,2,13
3416,,Saudi Arabia,24.0,45.0,2/4/20,0,0,0,2,2,13
3417,,Senegal,14.4974,-14.4524,2/4/20,0,0,0,2,2,13
3418,,Serbia,44.0165,21.0059,2/4/20,0,0,0,2,2,13
3419,,Seychelles,-4.6796,55.492,2/4/20,0,0,0,2,2,13
3420,,Singapore,1.2833,103.8333,2/4/20,24,0,0,2,2,13
3421,,Slovakia,48.669,19.699,2/4/20,0,0,0,2,2,13
3422,,Slovenia,46.1512,14.9955,2/4/20,0,0,0,2,2,13
3423,,Somalia,5.1521,46.1996,2/4/20,0,0,0,2,2,13
3424,,South Africa,-30.5595,22.9375,2/4/20,0,0,0,2,2,13
3425,,Spain,40.0,-4.0,2/4/20,1,0,0,2,2,13
3426,,Sri Lanka,7.0,81.0,2/4/20,1,0,0,2,2,13
3427,,Sudan,12.8628,30.2176,2/4/20,0,0,0,2,2,13
3428,,Suriname,3.9193,-56.0278,2/4/20,0,0,0,2,2,13
3429,,Sweden,63.0,16.0,2/4/20,1,0,0,2,2,13
3430,,Switzerland,46.8182,8.2275,2/4/20,0,0,0,2,2,13
3431,,Taiwan*,23.7,121.0,2/4/20,11,0,0,2,2,13
3432,,Tanzania,-6.369,34.8888,2/4/20,0,0,0,2,2,13
3433,,Thailand,15.0,101.0,2/4/20,25,0,5,2,2,13
3434,,Togo,8.6195,0.8248,2/4/20,0,0,0,2,2,13
3435,,Trinidad and Tobago,10.6918,-61.2225,2/4/20,0,0,0,2,2,13
3436,,Tunisia,34.0,9.0,2/4/20,0,0,0,2,2,13
3437,,Turkey,38.9637,35.2433,2/4/20,0,0,0,2,2,13
3438,,Uganda,1.0,32.0,2/4/20,0,0,0,2,2,13
3439,,Ukraine,48.3794,31.1656,2/4/20,0,0,0,2,2,13
3440,,United Arab Emirates,24.0,54.0,2/4/20,5,0,0,2,2,13
3441,Bermuda,United Kingdom,32.3078,-64.7505,2/4/20,0,0,0,2,2,13
3442,Cayman Islands,United Kingdom,19.3133,-81.2546,2/4/20,0,0,0,2,2,13
3443,Channel Islands,United Kingdom,49.3723,-2.3644,2/4/20,0,0,0,2,2,13
3444,Gibraltar,United Kingdom,36.1408,-5.3536,2/4/20,0,0,0,2,2,13
3445,Isle of Man,United Kingdom,54.2361,-4.5481,2/4/20,0,0,0,2,2,13
3446,Montserrat,United Kingdom,16.7425,-62.1874,2/4/20,0,0,0,2,2,13
3447,,United Kingdom,55.3781,-3.4360000000000004,2/4/20,2,0,0,2,2,13
3448,,Uruguay,-32.5228,-55.7658,2/4/20,0,0,0,2,2,13
3449,,US,37.0902,-95.7129,2/4/20,11,0,0,2,2,13
3450,,Uzbekistan,41.3775,64.5853,2/4/20,0,0,0,2,2,13
3451,,Venezuela,6.4238,-66.5897,2/4/20,0,0,0,2,2,13
3452,,Vietnam,16.0,108.0,2/4/20,8,0,1,2,2,13
3453,,Zambia,-15.4167,28.2833,2/4/20,0,0,0,2,2,13
3454,,Zimbabwe,-20.0,30.0,2/4/20,0,0,0,2,2,13
3455,Diamond Princess,Canada,0.0,0.0,2/4/20,0,0,0,2,2,13
3456,,Dominica,15.415,-61.371,2/4/20,0,0,0,2,2,13
3457,,Grenada,12.1165,-61.679,2/4/20,0,0,0,2,2,13
3458,,Mozambique,-18.665695,35.529562,2/4/20,0,0,0,2,2,13
3459,,Syria,34.802075,38.99681500000001,2/4/20,0,0,0,2,2,13
3460,,Timor-Leste,-8.874217,125.727539,2/4/20,0,0,0,2,2,13
3461,,Belize,13.1939,-59.5432,2/4/20,0,0,0,2,2,13
3462,,Laos,19.85627,102.495496,2/4/20,0,0,0,2,2,13
3463,,Libya,26.3351,17.228331,2/4/20,0,0,0,2,2,13
3464,,West Bank and Gaza,31.9522,35.2332,2/4/20,0,0,0,2,2,13
3465,,Guinea-Bissau,11.8037,-15.1804,2/4/20,0,0,0,2,2,13
3466,,Mali,17.570692,-3.996166000000001,2/4/20,0,0,0,2,2,13
3467,,Saint Kitts and Nevis,17.357822,-62.782998,2/4/20,0,0,0,2,2,13
3468,Northwest Territories,Canada,64.8255,-124.8457,2/4/20,0,0,0,2,2,13
3469,Yukon,Canada,64.2823,-135.0,2/4/20,0,0,0,2,2,13
3470,,Kosovo,42.602636,20.902977,2/4/20,0,0,0,2,2,13
3471,,Burma,21.9162,95.956,2/4/20,0,0,0,2,2,13
3472,,Afghanistan,33.0,65.0,2/5/20,0,0,0,2,2,14
3473,,Albania,41.1533,20.1683,2/5/20,0,0,0,2,2,14
3474,,Algeria,28.0339,1.6596,2/5/20,0,0,0,2,2,14
3475,,Andorra,42.5063,1.5218,2/5/20,0,0,0,2,2,14
3476,,Angola,-11.2027,17.8739,2/5/20,0,0,0,2,2,14
3477,,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0,0,0,2,2,14
3478,,Argentina,-38.4161,-63.6167,2/5/20,0,0,0,2,2,14
3479,,Armenia,40.0691,45.0382,2/5/20,0,0,0,2,2,14
3480,Australian Capital Territory,Australia,-35.4735,149.0124,2/5/20,0,0,0,2,2,14
3481,New South Wales,Australia,-33.8688,151.2093,2/5/20,4,0,2,2,2,14
3482,Northern Territory,Australia,-12.4634,130.8456,2/5/20,0,0,0,2,2,14
3483,Queensland,Australia,-28.0167,153.4,2/5/20,3,0,0,2,2,14
3484,South Australia,Australia,-34.9285,138.6007,2/5/20,2,0,0,2,2,14
3485,Tasmania,Australia,-41.4545,145.9707,2/5/20,0,0,0,2,2,14
3486,Victoria,Australia,-37.8136,144.9631,2/5/20,4,0,0,2,2,14
3487,Western Australia,Australia,-31.9505,115.8605,2/5/20,0,0,0,2,2,14
3488,,Austria,47.5162,14.5501,2/5/20,0,0,0,2,2,14
3489,,Azerbaijan,40.1431,47.5769,2/5/20,0,0,0,2,2,14
3490,,Bahamas,25.0343,-77.3963,2/5/20,0,0,0,2,2,14
3491,,Bahrain,26.0275,50.55,2/5/20,0,0,0,2,2,14
3492,,Bangladesh,23.685,90.3563,2/5/20,0,0,0,2,2,14
3493,,Barbados,13.1939,-59.5432,2/5/20,0,0,0,2,2,14
3494,,Belarus,53.7098,27.9534,2/5/20,0,0,0,2,2,14
3495,,Belgium,50.8333,4.0,2/5/20,1,0,0,2,2,14
3496,,Benin,9.3077,2.3158,2/5/20,0,0,0,2,2,14
3497,,Bhutan,27.5142,90.4336,2/5/20,0,0,0,2,2,14
3498,,Bolivia,-16.2902,-63.5887,2/5/20,0,0,0,2,2,14
3499,,Bosnia and Herzegovina,43.9159,17.6791,2/5/20,0,0,0,2,2,14
3500,,Brazil,-14.235,-51.9253,2/5/20,0,0,0,2,2,14
3501,,Brunei,4.5353,114.7277,2/5/20,0,0,0,2,2,14
3502,,Bulgaria,42.7339,25.4858,2/5/20,0,0,0,2,2,14
3503,,Burkina Faso,12.2383,-1.5616,2/5/20,0,0,0,2,2,14
3504,,Cabo Verde,16.5388,-23.0418,2/5/20,0,0,0,2,2,14
3505,,Cambodia,11.55,104.9167,2/5/20,1,0,0,2,2,14
3506,,Cameroon,3.848,11.5021,2/5/20,0,0,0,2,2,14
3507,Alberta,Canada,53.9333,-116.5765,2/5/20,0,0,0,2,2,14
3508,British Columbia,Canada,49.2827,-123.1207,2/5/20,2,0,0,2,2,14
3509,Grand Princess,Canada,37.6489,-122.6655,2/5/20,0,0,0,2,2,14
3510,Manitoba,Canada,53.7609,-98.8139,2/5/20,0,0,0,2,2,14
3511,New Brunswick,Canada,46.5653,-66.4619,2/5/20,0,0,0,2,2,14
3512,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/5/20,0,0,0,2,2,14
3513,Nova Scotia,Canada,44.682,-63.7443,2/5/20,0,0,0,2,2,14
3514,Ontario,Canada,51.2538,-85.3232,2/5/20,3,0,0,2,2,14
3515,Prince Edward Island,Canada,46.5107,-63.4168,2/5/20,0,0,0,2,2,14
3516,Quebec,Canada,52.9399,-73.5491,2/5/20,0,0,0,2,2,14
3517,Saskatchewan,Canada,52.9399,-106.4509,2/5/20,0,0,0,2,2,14
3518,,Central African Republic,6.6111,20.9394,2/5/20,0,0,0,2,2,14
3519,,Chad,15.4542,18.7322,2/5/20,0,0,0,2,2,14
3520,,Chile,-35.6751,-71.543,2/5/20,0,0,0,2,2,14
3521,Anhui,China,31.8257,117.2264,2/5/20,530,0,23,2,2,14
3522,Beijing,China,40.1824,116.4142,2/5/20,253,1,24,2,2,14
3523,Chongqing,China,30.0572,107.874,2/5/20,389,2,15,2,2,14
3524,Fujian,China,26.0789,117.9874,2/5/20,205,0,11,2,2,14
3525,Gansu,China,37.8099,101.0583,2/5/20,62,0,6,2,2,14
3526,Guangdong,China,23.3417,113.4244,2/5/20,895,0,49,2,2,14
3527,Guangxi,China,23.8298,108.7881,2/5/20,150,0,13,2,2,14
3528,Guizhou,China,26.8154,106.8748,2/5/20,64,1,9,2,2,14
3529,Hainan,China,19.1959,109.7453,2/5/20,99,1,5,2,2,14
3530,Hebei,China,39.549,116.1306,2/5/20,135,1,6,2,2,14
3531,Heilongjiang,China,47.862,127.7615,2/5/20,190,2,7,2,2,14
3532,Henan,China,33.882,113.614,2/5/20,764,2,47,2,2,14
3533,Hong Kong,China,22.3,114.2,2/5/20,21,1,0,2,2,14
3534,Hubei,China,30.9756,112.2707,2/5/20,19665,549,633,2,2,14
3535,Hunan,China,27.6104,111.7088,2/5/20,661,0,54,2,2,14
3536,Inner Mongolia,China,44.0935,113.9448,2/5/20,42,0,3,2,2,14
3537,Jiangsu,China,32.9711,119.455,2/5/20,341,0,23,2,2,14
3538,Jiangxi,China,27.614,115.7221,2/5/20,548,0,27,2,2,14
3539,Jilin,China,43.6661,126.1923,2/5/20,54,0,2,2,2,14
3540,Liaoning,China,41.2956,122.6085,2/5/20,89,0,4,2,2,14
3541,Macau,China,22.1667,113.55,2/5/20,10,0,0,2,2,14
3542,Ningxia,China,37.2692,106.1655,2/5/20,34,0,1,2,2,14
3543,Qinghai,China,35.7452,95.9956,2/5/20,17,0,3,2,2,14
3544,Shaanxi,China,35.1917,108.8701,2/5/20,165,0,6,2,2,14
3545,Shandong,China,36.3427,118.1498,2/5/20,307,0,15,2,2,14
3546,Shanghai,China,31.202,121.4491,2/5/20,243,1,15,2,2,14
3547,Shanxi,China,37.5777,112.2922,2/5/20,81,0,5,2,2,14
3548,Sichuan,China,30.6171,102.7103,2/5/20,301,1,24,2,2,14
3549,Tianjin,China,39.3054,117.323,2/5/20,69,1,2,2,2,14
3550,Tibet,China,31.6927,88.0924,2/5/20,1,0,0,2,2,14
3551,Xinjiang,China,41.1129,85.2401,2/5/20,32,0,0,2,2,14
3552,Yunnan,China,24.974,101.487,2/5/20,128,0,5,2,2,14
3553,Zhejiang,China,29.1832,120.0934,2/5/20,895,0,78,2,2,14
3554,,Colombia,4.5709,-74.2973,2/5/20,0,0,0,2,2,14
3555,,Congo (Brazzaville),-4.0383,21.7587,2/5/20,0,0,0,2,2,14
3556,,Congo (Kinshasa),-4.0383,21.7587,2/5/20,0,0,0,2,2,14
3557,,Costa Rica,9.7489,-83.7534,2/5/20,0,0,0,2,2,14
3558,,Cote d'Ivoire,7.54,-5.5471,2/5/20,0,0,0,2,2,14
3559,,Croatia,45.1,15.2,2/5/20,0,0,0,2,2,14
3560,,Diamond Princess,0.0,0.0,2/5/20,0,0,0,2,2,14
3561,,Cuba,22.0,-80.0,2/5/20,0,0,0,2,2,14
3562,,Cyprus,35.1264,33.4299,2/5/20,0,0,0,2,2,14
3563,,Czechia,49.8175,15.473,2/5/20,0,0,0,2,2,14
3564,Faroe Islands,Denmark,61.8926,-6.9118,2/5/20,0,0,0,2,2,14
3565,Greenland,Denmark,71.7069,-42.6043,2/5/20,0,0,0,2,2,14
3566,,Denmark,56.2639,9.5018,2/5/20,0,0,0,2,2,14
3567,,Djibouti,11.8251,42.5903,2/5/20,0,0,0,2,2,14
3568,,Dominican Republic,18.7357,-70.1627,2/5/20,0,0,0,2,2,14
3569,,Ecuador,-1.8312,-78.1834,2/5/20,0,0,0,2,2,14
3570,,Egypt,26.0,30.0,2/5/20,0,0,0,2,2,14
3571,,El Salvador,13.7942,-88.8965,2/5/20,0,0,0,2,2,14
3572,,Equatorial Guinea,1.5,10.0,2/5/20,0,0,0,2,2,14
3573,,Eritrea,15.1794,39.7823,2/5/20,0,0,0,2,2,14
3574,,Estonia,58.5953,25.0136,2/5/20,0,0,0,2,2,14
3575,,Eswatini,-26.5225,31.4659,2/5/20,0,0,0,2,2,14
3576,,Ethiopia,9.145,40.4897,2/5/20,0,0,0,2,2,14
3577,,Fiji,-17.7134,178.065,2/5/20,0,0,0,2,2,14
3578,,Finland,64.0,26.0,2/5/20,1,0,0,2,2,14
3579,French Guiana,France,3.9339,-53.1258,2/5/20,0,0,0,2,2,14
3580,French Polynesia,France,-17.6797,149.4068,2/5/20,0,0,0,2,2,14
3581,Guadeloupe,France,16.25,-61.5833,2/5/20,0,0,0,2,2,14
3582,Mayotte,France,-12.8275,45.1662,2/5/20,0,0,0,2,2,14
3583,New Caledonia,France,-20.9043,165.618,2/5/20,0,0,0,2,2,14
3584,Reunion,France,-21.1351,55.2471,2/5/20,0,0,0,2,2,14
3585,Saint Barthelemy,France,17.9,-62.8333,2/5/20,0,0,0,2,2,14
3586,St Martin,France,18.0708,-63.0501,2/5/20,0,0,0,2,2,14
3587,Martinique,France,14.6415,-61.0242,2/5/20,0,0,0,2,2,14
